"form"	"lemma"	"upos"	"freq.samp"	"errtype"	"is_correct"	"randomID"	"BAMTINOF"
"stopfkuchen"	"stopfkuchen"	"NOUN"	2	"upos"	"FALSE"	101	
"hirtinnen"	"hirtinnen"	"NOUN"	1	"lemma"	"FALSE"	86	
"begegneten"	"begegneten"	"ADJ"	1	"lemmupos"	"FALSE"	41	
"›wissen"	"›wissen"	"VERB"	1	"tokenization"	"FALSE"	89	"I"
"»o"	"»o"	"PROPN"	2	"tokenization"	"FALSE"	101	"I"
"ich's"	"ich's"	"PROPN"	2	"tokenization"	"FALSE"	101	"B"
"marmorklar"	"marmorklar"	"ADJ"	1	"correct"	"TRUE"	74	
"schauten"	"schauen"	"VERB"	1	"correct"	"TRUE"	74	
"ding"	"ding"	"PROPN"	2	"upos"	"FALSE"	101	
"irgend"	"irgend"	"ADJ"	1	"correct"	"TRUE"	21	"MB"
"ferne"	"ferne"	"ADJ"	1	"correct"	"TRUE"	73	
"desgleichen"	"desgleich"	"ADJ"	1	"lemmupos"	"FALSE"	89	
"widersprochen"	"widersprochen"	"ADJ"	1	"lemmupos"	"FALSE"	100	
"katzenstein"	"katzenstein"	"PROPN"	1	"correct"	"TRUE"	82	"N"
"beobachte"	"beobingen"	"VERB"	1	"lemma"	"FALSE"	44	
"moanst"	"moanst"	"ADV"	1	"lemmupos"	"FALSE"	49	"F"
"einsam"	"einsam"	"NOUN"	1	"upos"	"FALSE"	90	
"funken"	"funken"	"NOUN"	1	"features"	"FALSE"	83	
"gnäd'gen"	"gnäd'g"	"ADJ"	1	"correct"	"TRUE"	8	"M"
"großmut"	"großmut"	"NOUN"	1	"correct"	"TRUE"	72	
"fink"	"finken"	"PROPN"	1	"correct"	"TRUE"	79	
"blitzt"	"blitzen"	"VERB"	1	"correct"	"TRUE"	69	
"will"	"will"	"AUX"	1	"correct"	"TRUE"	84	
"»zuerst"	"»zuerst"	"ADV"	1	"tokenization"	"FALSE"	76	"I"
"fieberanfall"	"fieberanfall"	"NOUN"	1	"correct"	"TRUE"	8	
"wardein"	"wardein"	"PROPN"	2	"features"	"FALSE"	101	"N"
"unvermögend"	"unvermögend"	"ADJ"	1	"correct"	"TRUE"	82	
"groß"	"groß"	"VERB"	1	"correct"	"TRUE"	65	
"schluchzend"	"schluchzend"	"ADJ"	1	"correct"	"TRUE"	33	
"fünfzehnjährige"	"fünfzehnjährig"	"PROPN"	1	"upos"	"FALSE"	62	
"den"	"der"	"SCONJ"	1	"upos"	"FALSE"	70	
"manne"	"mann"	"NOUN"	1	"correct"	"TRUE"	80	"M"
"weiser"	"weiser"	"ADJ"	1	"lemma"	"FALSE"	91	
"prädikate"	"prädikat"	"NOUN"	1	"correct"	"TRUE"	22	
"kaplanischen"	"kaplanisch"	"ADJ"	1	"correct"	"TRUE"	39	
"wer?"	"wer?"	"X"	1	"correct"	"TRUE"	7	"I"
"durchgespielt"	"durchgespielen"	"VERB"	1	"correct"	"TRUE"	93	
"lehne"	"lehne"	"NOUN"	1	"correct"	"TRUE"	93	
"wohlergehen"	"wohlergehen"	"NOUN"	1	"correct"	"TRUE"	57	
"schaumann"	"schaumann"	"PROPN"	1	"correct"	"TRUE"	57	"N"
"»wohlfart"	"»wohlfaren"	"PROPN"	1	"tokenization"	"FALSE"	82	"I"
"»und"	"»und"	"ADV"	1	"tokenization"	"FALSE"	51	"I"
"fünfzehnten"	"fünfzehnt"	"ADJ"	1	"lemma"	"FALSE"	54	
"rheinsberger"	"rheinsberger"	"PROPN"	1	"correct"	"TRUE"	35	"N"
"ruhmes"	"ruhmes"	"NOUN"	1	"lemma"	"FALSE"	52	
"weibe"	"weib"	"NOUN"	1	"correct"	"TRUE"	2	"O"
"sag"	"siegen"	"NOUN"	1	"lemmupos"	"FALSE"	92	"M"
"neulich"	"neulich"	"ADJ"	1	"lemmupos"	"FALSE"	64	
"schröpfungen"	"schröpfung"	"NOUN"	1	"features"	"FALSE"	98	
"gehorchte"	"gehorchen"	"VERB"	1	"correct"	"TRUE"	31	
"armenvorsteher"	"armenvorsteher"	"NOUN"	1	"features"	"FALSE"	37	
"elends"	"elend"	"NOUN"	1	"correct"	"TRUE"	81	
"»das"	"»das"	"PRON"	2	"tokenization"	"FALSE"	101	"I"
"durchzuckte"	"durchzucken"	"VERB"	1	"correct"	"TRUE"	28	
"steigt's"	"steigt's"	"PROPN"	1	"upos"	"FALSE"	64	"B"
"schmucksachen"	"schmucksachen"	"NOUN"	1	"features"	"FALSE"	51	
"einschlafen"	"einschlafen"	"VERB"	1	"correct"	"TRUE"	87	
"mancher"	"mancher"	"ADJ"	1	"upos"	"FALSE"	42	
"»ich"	"»ich"	"ADV"	1	"tokenization"	"FALSE"	51	"I"
"deine"	"dein"	"ADJ"	1	"correct"	"TRUE"	81	
"andachten"	"andacht"	"NOUN"	1	"features"	"FALSE"	69	
"packte"	"packen"	"VERB"	1	"correct"	"TRUE"	38	
"rennt"	"rennen"	"VERB"	1	"correct"	"TRUE"	14	
"fürstliche"	"fürstlich"	"ADJ"	1	"correct"	"TRUE"	71	
"unklug"	"unklug"	"ADJ"	1	"correct"	"TRUE"	47	
"diener"	"diener"	"PROPN"	1	"features"	"FALSE"	40	
"hm"	"hm"	"ADJ"	1	"upos"	"FALSE"	53	
"schürze"	"schürz"	"PROPN"	1	"upos"	"FALSE"	78	
"schiebt"	"schieben"	"VERB"	2	"correct"	"TRUE"	101	
"gastfreundlichen"	"gastfreundlich"	"ADJ"	1	"correct"	"TRUE"	57	
"meiner"	"ich"	"DET"	1	"correct"	"TRUE"	79	
"dasselbe"	"dasselbe"	"PRON"	1	"correct"	"TRUE"	48	
"schein"	"schein"	"NOUN"	1	"correct"	"TRUE"	74	
"not"	"not"	"NOUN"	1	"features"	"FALSE"	46	
"»ob"	"»ob"	"ADJ"	1	"tokenization"	"FALSE"	50	"I"
"obschon"	"obschon"	"ADV"	1	"upos"	"FALSE"	47	"OF"
"blutsühne"	"blutsühne"	"NOUN"	1	"correct"	"TRUE"	15	
"verlöschen"	"verlöschen"	"ADJ"	1	"correct"	"TRUE"	89	
"elend"	"elend"	"ADJ"	1	"correct"	"TRUE"	85	
"wohlfart"	"wohlfart"	"PROPN"	1	"correct"	"TRUE"	81	
"trete"	"treten"	"VERB"	1	"correct"	"TRUE"	4	
"hinausglitt"	"hinausgleiden"	"VERB"	1	"lemma"	"FALSE"	45	
"gnädigste"	"gnädig"	"ADJ"	1	"features"	"FALSE"	41	
"meining"	"meining"	"NOUN"	1	"upos"	"FALSE"	50	"F"
"thalberg"	"thalberg"	"PROPN"	1	"correct"	"TRUE"	14	"N"
"konn"	"konn"	"PROPN"	1	"lemmupos"	"FALSE"	100	"F"
"merke"	"merken"	"NOUN"	1	"upos"	"FALSE"	50	
"gebannt"	"bannen"	"ADJ"	1	"correct"	"TRUE"	39	
"unsicherer"	"unsicher"	"ADJ"	1	"correct"	"TRUE"	73	
"fad"	"fad"	"NOUN"	1	"lemmupos"	"FALSE"	89	"F"
"trösten"	"trösen"	"ADJ"	1	"lemmupos"	"FALSE"	99	
"einquartiert"	"einquartieren"	"VERB"	1	"correct"	"TRUE"	100	
"halbumschleierter"	"halbumschleiert"	"ADJ"	1	"correct"	"TRUE"	82	
"sage"	"sagen"	"NOUN"	1	"correct"	"TRUE"	66	
"mitleides"	"mitleides"	"NOUN"	1	"lemma"	"FALSE"	41	
"fragte"	"fragte"	"VERB"	1	"correct"	"TRUE"	76	
"erbin"	"erbin"	"NOUN"	1	"features"	"FALSE"	47	
"eingeschlafen"	"eingeschlafen"	"VERB"	1	"lemmupos"	"FALSE"	69	
"blindenanstalt"	"blindenanstalt"	"NOUN"	1	"correct"	"TRUE"	96	
"auffallen"	"auffall"	"NOUN"	1	"lemma"	"FALSE"	82	
"pavel"	"pavel"	"PROPN"	1	"correct"	"TRUE"	28	"N"
"empfing"	"empfangen"	"VERB"	2	"correct"	"TRUE"	101	
"heitere"	"heiter"	"ADJ"	1	"correct"	"TRUE"	40	
"schlaf"	"schlaf"	"NOUN"	1	"features"	"FALSE"	71	
"großartig"	"großartig"	"ADJ"	1	"correct"	"TRUE"	83	
"gedächtnis"	"gedächtnis"	"NOUN"	2	"correct"	"TRUE"	101	
"schwachheit"	"schwachheit"	"NOUN"	1	"correct"	"TRUE"	58	
"wirke"	"wirken"	"NOUN"	1	"upos"	"FALSE"	72	
"net"	"net"	"ADJ"	1	"lemma"	"FALSE"	53	"F"
"schläfrig"	"schläfrig"	"ADJ"	1	"correct"	"TRUE"	58	
"plauderte"	"plaudert"	"VERB"	1	"lemma"	"FALSE"	71	
"vergossen"	"vergossen"	"VERB"	1	"lemma"	"FALSE"	58	
"gleichaltrige"	"gleichaltrig"	"ADJ"	1	"correct"	"TRUE"	10	
"»ziehen"	"»ziehen"	"VERB"	1	"tokenization"	"FALSE"	60	"I"
"kränkelndes"	"kränkelnd"	"ADJ"	1	"features"	"FALSE"	83	
"krieges"	"krieges"	"NOUN"	1	"lemma"	"FALSE"	44	
"forellen"	"forelle"	"NOUN"	1	"correct"	"TRUE"	47	
"effi"	"effi"	"PROPN"	2	"correct"	"TRUE"	101	"N"
"klopfte"	"klopfen"	"VERB"	1	"correct"	"TRUE"	79	
"riegelt"	"riegeln"	"VERB"	1	"correct"	"TRUE"	66	
"jahrelange"	"jahrelange"	"ADV"	1	"lemmupos"	"FALSE"	84	
"verhüllte"	"verhüllen"	"VERB"	1	"correct"	"TRUE"	71	
"stündest"	"stündest"	"ADV"	1	"lemmupos"	"FALSE"	57	"M"
"las"	"las"	"PROPN"	1	"lemmupos"	"FALSE"	72	
"überhaupt"	"überhaupen"	"ADV"	1	"tokenization"	"FALSE"	74	
"brave"	"brav"	"ADJ"	1	"correct"	"TRUE"	78	
"vorstellte"	"vorstellen"	"VERB"	1	"correct"	"TRUE"	23	
"verjährten"	"verjährt"	"VERB"	1	"upos"	"FALSE"	64	
"dammerde"	"dammerde"	"NOUN"	1	"features"	"FALSE"	65	
"massenhafter"	"massenhaft"	"NOUN"	1	"upos"	"FALSE"	97	
"hart"	"hart"	"PROPN"	1	"correct"	"TRUE"	12	
"erlösung"	"erlösung"	"NOUN"	1	"features"	"FALSE"	62	
"heiter"	"heit"	"NOUN"	1	"lemmupos"	"FALSE"	45	
"gleiten"	"gleiten"	"VERB"	1	"correct"	"TRUE"	16	
"omen"	"omen"	"VERB"	1	"correct"	"TRUE"	74	"F"
"macht"	"macht"	"VERB"	1	"correct"	"TRUE"	64	
"küßte"	"küßen"	"VERB"	1	"lemma"	"FALSE"	60	"O"
"schwelle"	"schwelle"	"NOUN"	2	"correct"	"TRUE"	101	
"»gehen"	"»gehen"	"VERB"	1	"tokenization"	"FALSE"	37	"I"
"schlummerschweren"	"schlummerschw"	"ADJ"	1	"lemma"	"FALSE"	73	
"derselbe"	"derselbe"	"PRON"	1	"correct"	"TRUE"	36	
"unbeweglich"	"unbeweglich"	"ADJ"	1	"correct"	"TRUE"	30	
"baron"	"baron"	"NOUN"	1	"correct"	"TRUE"	79	
"haben"	"heben"	"VERB"	1	"correct"	"TRUE"	86	
"schwebten"	"schweben"	"VERB"	1	"correct"	"TRUE"	4	
"eßzimmer"	"eßzimmer"	"NOUN"	1	"correct"	"TRUE"	52	"O"
"abschickte"	"abschicken"	"VERB"	1	"correct"	"TRUE"	76	
"schiffsleutnant"	"schiffsleutnant"	"NOUN"	1	"correct"	"TRUE"	95	
"gnädige"	"gnädig"	"ADJ"	1	"correct"	"TRUE"	86	
"himmlisches"	"himmlisch"	"ADJ"	1	"correct"	"TRUE"	64	
"»judith"	"»judith"	"PROPN"	1	"tokenization"	"FALSE"	42	"IN"
"sander"	"sander"	"ADV"	1	"upos"	"FALSE"	98	"N"
"allzu"	"allzu"	"ADV"	1	"correct"	"TRUE"	50	
"hold"	"hold"	"NOUN"	1	"correct"	"TRUE"	67	"OF"
"rauchte"	"rauchen"	"VERB"	1	"correct"	"TRUE"	83	
"bekümmert"	"bekümmern"	"VERB"	1	"correct"	"TRUE"	71	
"glaubst"	"glauben"	"VERB"	1	"features"	"FALSE"	52	
"colonna"	"colonna"	"PROPN"	1	"correct"	"TRUE"	25	"N"
"leibe"	"leibe"	"PROPN"	1	"lemmupos"	"FALSE"	54	"MO"
"innigen"	"innig"	"ADJ"	1	"correct"	"TRUE"	81	
"lachen"	"lachen"	"ADJ"	1	"upos"	"FALSE"	61	
"betagte"	"betagt"	"ADJ"	1	"features"	"FALSE"	94	"A"
"»das"	"»der"	"PROPN"	1	"tokenization"	"FALSE"	86	"I"
"lippen"	"lippe"	"NOUN"	1	"correct"	"TRUE"	41	
"fischers"	"fischer"	"NOUN"	1	"correct"	"TRUE"	63	"N"
"klugen"	"klug"	"NOUN"	1	"upos"	"FALSE"	76	
"»geh"	"»geh"	"PROPN"	1	"tokenization"	"FALSE"	69	"I"
"einführen"	"einführen"	"VERB"	1	"correct"	"TRUE"	93	
"erscholl"	"erscholl"	"VERB"	1	"lemma"	"FALSE"	49	"O"
"treue"	"treu"	"VERB"	1	"upos"	"FALSE"	90	
"zwist"	"zwist"	"NOUN"	1	"features"	"FALSE"	42	
"eingewickelt"	"eingewickeln"	"VERB"	1	"lemma"	"FALSE"	59	
"ich's"	"ich's"	"PROPN"	1	"correct"	"TRUE"	100	"B"
"umschlingung"	"umschlingung"	"NOUN"	1	"correct"	"TRUE"	83	
"flog"	"fliehen"	"VERB"	2	"correct"	"TRUE"	101	
"hinüber"	"hinüber"	"ADV"	1	"correct"	"TRUE"	81	
"sonnige"	"sonnig"	"ADJ"	1	"correct"	"TRUE"	72	
"matrone"	"matrone"	"PROPN"	1	"upos"	"FALSE"	88	
"nachbar"	"nachbar"	"PROPN"	1	"upos"	"FALSE"	100	
"»was"	"»was"	"PRON"	2	"tokenization"	"FALSE"	101	"I"
"ehrenthal"	"ehrenthal"	"PROPN"	1	"correct"	"TRUE"	21	"N"
"sarg"	"sarg"	"VERB"	1	"upos"	"FALSE"	95	
"betrachtete"	"betrachtet"	"VERB"	1	"correct"	"TRUE"	45	
"»nein"	"»nein"	"PART"	2	"tokenization"	"FALSE"	101	"I"
"morone"	"morone"	"PROPN"	1	"correct"	"TRUE"	79	"FO"
"eile"	"eil"	"NOUN"	1	"lemma"	"FALSE"	2	
"ehrentag"	"ehrentag"	"NOUN"	1	"features"	"FALSE"	60	
"schwieg"	"schweigen"	"VERB"	1	"correct"	"TRUE"	93	
"groß"	"grießen"	"VERB"	1	"lemmupos"	"FALSE"	64	
"wachten"	"wachen"	"VERB"	1	"correct"	"TRUE"	4	
"ebenbürtigen"	"ebenbürtig"	"ADJ"	1	"correct"	"TRUE"	77	
"wabn"	"wabn"	"NOUN"	1	"features"	"FALSE"	71	"F"
"nacht"	"nacht"	"VERB"	1	"upos"	"FALSE"	91	
"that"	"thaben"	"VERB"	1	"lemma"	"FALSE"	59	"O"
"klangen"	"klangen"	"VERB"	1	"lemma"	"FALSE"	83	
"morgn"	"morgn"	"VERB"	1	"lemmupos"	"FALSE"	82	"FO"
"lächeln"	"lächeln"	"VERB"	1	"correct"	"TRUE"	53	
"geschenkte"	"geschenkt"	"VERB"	1	"correct"	"TRUE"	49	
"graf"	"graf"	"NOUN"	1	"correct"	"TRUE"	12	
"gekicher"	"gekicher"	"NOUN"	1	"features"	"FALSE"	98	
"mein"	"mein"	"ADJ"	1	"correct"	"TRUE"	9	
"daß"	"daß"	"VERB"	1	"correct"	"TRUE"	57	"O"
"unentschiedenheit"	"unentschiedenheit"	"NOUN"	1	"features"	"FALSE"	50	
"ausnehmen"	"ausnehmen"	"VERB"	1	"correct"	"TRUE"	82	
"heiligstes"	"heilig"	"NOUN"	1	"upos"	"FALSE"	99	
"rebenstock"	"rebenstock"	"PROPN"	1	"correct"	"TRUE"	8	
"reisegepäck"	"reisegepäck"	"NOUN"	1	"correct"	"TRUE"	82	
"stephan"	"stephan"	"PROPN"	1	"correct"	"TRUE"	40	
"»ich"	"»ich"	"ADP"	1	"tokenization"	"FALSE"	51	"I"
"bagage"	"bagage"	"NOUN"	1	"correct"	"TRUE"	59	
"aufgesetzt"	"aufsetzen"	"VERB"	1	"correct"	"TRUE"	42	
"stärkeres"	"stärkeres"	"ADJ"	1	"lemma"	"FALSE"	62	
"»wie"	"»wie"	"SCONJ"	1	"tokenization"	"FALSE"	45	"I"
"eifersüchtig"	"eifersüchtig"	"ADJ"	1	"correct"	"TRUE"	46	
"haberfeldtreiber"	"haberfeldtreiber"	"NOUN"	1	"features"	"FALSE"	90	"OF"
"armenarztes"	"armenarzt"	"NOUN"	1	"correct"	"TRUE"	34	
"bork"	"borken"	"PROPN"	1	"lemma"	"FALSE"	49	"F"
"hastig"	"hastig"	"ADJ"	1	"upos"	"FALSE"	75	
"dienstvolk"	"dienstvolk"	"NOUN"	1	"correct"	"TRUE"	29	
"innigsten"	"innig"	"ADJ"	1	"correct"	"TRUE"	96	
"liebt"	"lieben"	"ADJ"	1	"upos"	"FALSE"	3	
"daseins"	"dasein"	"NOUN"	1	"correct"	"TRUE"	66	
"braut"	"braut"	"NOUN"	1	"features"	"FALSE"	71	
"stopfkuchen"	"stopfkuchen"	"NOUN"	1	"correct"	"TRUE"	45	
"hängst"	"hängst"	"ADV"	1	"lemmupos"	"FALSE"	47	
"»sie"	"»sie|sie"	"PRON"	2	"tokenization"	"FALSE"	101	"I"
"zurückkommen"	"zurückkommen"	"VERB"	1	"features"	"FALSE"	99	
"landsfelds"	"landsfelds"	"PROPN"	1	"correct"	"TRUE"	51	"N"
"lachte"	"lachen"	"VERB"	1	"correct"	"TRUE"	19	
"»sowas"	"»sowas"	"PRON"	1	"tokenization"	"FALSE"	84	"I"
"siegmund"	"siegmund"	"PROPN"	1	"correct"	"TRUE"	6	"N"
"trostlosigkeit"	"trostlosigkeit"	"NOUN"	1	"correct"	"TRUE"	37	
"staatsanstellung"	"staatsanstellung"	"NOUN"	1	"correct"	"TRUE"	65	
"mädel"	"mädel"	"NOUN"	1	"features"	"FALSE"	92	"O"
"krieg"	"kreigen"	"PROPN"	1	"correct"	"TRUE"	27	
"rotkäppchen"	"rotkäppch"	"NOUN"	1	"lemmupos"	"FALSE"	44	"N"
"armgard"	"armgard"	"PROPN"	1	"correct"	"TRUE"	23	"N"
"mich's"	"mich's"	"PROPN"	1	"tokenization"	"FALSE"	41	"B"
"gras"	"gras"	"PROPN"	1	"upos"	"FALSE"	83	
"unschuld"	"unschuld"	"NOUN"	1	"correct"	"TRUE"	44	
"tu?"	"tu?"	"X"	1	"correct"	"TRUE"	2	"I"
"kusine"	"kusine"	"NOUN"	1	"features"	"FALSE"	52	
"küssen"	"kuß"	"NOUN"	1	"correct"	"TRUE"	65	
"repräsentations-"	"repräsentations-"	"NOUN"	1	"correct"	"TRUE"	28	
"schnupfen"	"schnupfen"	"NOUN"	1	"tokenization"	"FALSE"	67	
"zärtliche"	"zärtlich"	"ADJ"	1	"correct"	"TRUE"	94	
"entgegenstürzten"	"entgegenstürzen"	"VERB"	1	"correct"	"TRUE"	73	
"ungebrochenen"	"ungebrochen"	"ADJ"	1	"correct"	"TRUE"	25	
"zorn"	"zorn"	"NOUN"	1	"correct"	"TRUE"	47	
"beseligende"	"beseligend"	"ADJ"	1	"features"	"FALSE"	67	
"hadde"	"hadde"	"PROPN"	1	"upos"	"FALSE"	88	"F"
"pforte"	"pfort"	"NOUN"	1	"correct"	"TRUE"	61	
"zurückgeschlagen"	"zurückschlagen"	"VERB"	1	"correct"	"TRUE"	6	
"hanni"	"hanni"	"PROPN"	2	"features"	"FALSE"	101	"N"
"wohlerworbenen"	"wohlerworben"	"ADJ"	1	"correct"	"TRUE"	36	
"nebenzimmer"	"nebenzimmer"	"NOUN"	1	"correct"	"TRUE"	21	
"irrende"	"irrend"	"ADJ"	1	"correct"	"TRUE"	57	
"den"	"de"	"PROPN"	1	"correct"	"TRUE"	78	"N"
"dubslav"	"dubslav"	"ADV"	1	"upos"	"FALSE"	91	"N"
"dreißigjährigen"	"dreißigjährig"	"ADJ"	1	"correct"	"TRUE"	88	"O"
"stillen"	"still"	"ADJ"	1	"correct"	"TRUE"	56	
"hals"	"hals"	"PROPN"	1	"upos"	"FALSE"	76	
"bezaubernd"	"bezaubernd"	"ADJ"	1	"correct"	"TRUE"	20	
"versteinerte"	"versteineren"	"VERB"	1	"lemma"	"FALSE"	78	
"glänzenden"	"glänzend"	"ADJ"	1	"correct"	"TRUE"	15	
"sehenswürdigkeiten"	"sehenswürdigkeit"	"NOUN"	1	"correct"	"TRUE"	99	
"begrüßend"	"begrüßend"	"ADJ"	1	"correct"	"TRUE"	21	
"kindlich"	"kindlich"	"ADJ"	1	"correct"	"TRUE"	23	
"bub"	"bub"	"NOUN"	1	"correct"	"TRUE"	46	"O"
"strickzeuges"	"strickzeug"	"NOUN"	1	"features"	"FALSE"	91	
"finstern"	"finster"	"VERB"	1	"upos"	"FALSE"	45	"M"
"kokettes"	"kokett"	"ADJ"	1	"correct"	"TRUE"	52	
"bureau"	"bureau"	"NOUN"	1	"correct"	"TRUE"	53	"F"
"schwacher"	"schwach"	"ADJ"	1	"correct"	"TRUE"	72	
"ehrlich"	"ehrlich"	"ADJ"	1	"correct"	"TRUE"	73	
"»i"	"»i"	"PROPN"	1	"tokenization"	"FALSE"	40	"I"
"fragte"	"fragte"	"VERB"	1	"features"	"FALSE"	76	
"unwille"	"unwille"	"NOUN"	1	"correct"	"TRUE"	21	
"jämmerlichen"	"jämmerlichen"	"NOUN"	1	"features"	"FALSE"	72	
"pavels"	"pavels"	"PROPN"	2	"lemma"	"FALSE"	101	"N"
"sakramente"	"sakrament"	"NOUN"	1	"correct"	"TRUE"	5	"F"
"schmales"	"schmal"	"ADJ"	1	"correct"	"TRUE"	87	
"übermenschlicher"	"übermenschlich"	"ADJ"	1	"correct"	"TRUE"	71	
"schnappt"	"schnappt"	"VERB"	1	"correct"	"TRUE"	7	
"»guate"	"»guaen"	"PROPN"	1	"tokenization"	"FALSE"	36	"IF"
"gestanden"	"gestehen"	"VERB"	1	"lemma"	"FALSE"	45	
"bist"	"bist"	"VERB"	1	"correct"	"TRUE"	8	
"mißmüthiges"	"mißmüthig"	"ADJ"	1	"correct"	"TRUE"	21	"O"
"empfand"	"empfand"	"VERB"	1	"lemma"	"FALSE"	92	
"residuum"	"residuum"	"NOUN"	1	"correct"	"TRUE"	34	
"prr"	"prr"	"NOUN"	1	"correct"	"TRUE"	53	
"graut"	"grauen"	"VERB"	1	"correct"	"TRUE"	71	
"fräulein"	"fräulein"	"PROPN"	2	"correct"	"TRUE"	101	
"knallte"	"knallen"	"AUX"	1	"upos"	"FALSE"	86	
"besann"	"besinnen"	"VERB"	1	"correct"	"TRUE"	83	
"wüsste"	"wüssen"	"VERB"	1	"lemma"	"FALSE"	86	
"faber"	"faber"	"NOUN"	1	"upos"	"FALSE"	97	"N"
"entsetzt"	"entsetzen"	"VERB"	1	"correct"	"TRUE"	77	"A"
"operngläser"	"operngläser"	"NOUN"	1	"lemma"	"FALSE"	90	
"ausschlag"	"ausschlag"	"NOUN"	1	"correct"	"TRUE"	24	
"hafer"	"hafer"	"NOUN"	1	"correct"	"TRUE"	12	
"clementinen"	"clementine"	"NOUN"	1	"features"	"FALSE"	77	"N"
"avallon"	"avallon"	"PROPN"	1	"correct"	"TRUE"	20	"N"
"in's"	"in's"	"PROPN"	2	"tokenization"	"FALSE"	101	"B"
"carolath"	"carolath"	"PROPN"	1	"correct"	"TRUE"	31	"N"
"näherte"	"nähern"	"VERB"	1	"correct"	"TRUE"	30	
"bring"	"bring"	"PROPN"	1	"lemmupos"	"FALSE"	68	
"»verworfener"	"»verworfener"	"PROPN"	1	"tokenization"	"FALSE"	43	"I"
"verklagen"	"verklagen"	"VERB"	1	"correct"	"TRUE"	85	"A"
"entsetzlich"	"entsetzlich"	"ADJ"	1	"upos"	"FALSE"	68	
"gebe"	"geb"	"VERB"	1	"lemma"	"FALSE"	74	
"scheren"	"scheren"	"VERB"	1	"correct"	"TRUE"	48	
"unterbrechen"	"unterbrechen"	"ADJ"	1	"upos"	"FALSE"	58	
"verwandelt"	"verwandeln"	"VERB"	1	"correct"	"TRUE"	45	
"gekostet"	"kosten"	"VERB"	1	"correct"	"TRUE"	64	
"zerhauen"	"zerhauen"	"NOUN"	1	"lemmupos"	"FALSE"	75	
"gesichtchen"	"gesichtchen"	"NOUN"	1	"features"	"FALSE"	2	
"puls"	"pul"	"PROPN"	1	"lemmupos"	"FALSE"	44	
"erbauungsschriften"	"erbauungsschrift"	"NOUN"	1	"features"	"FALSE"	45	
"schlachtabend"	"schlachtabend"	"NOUN"	1	"correct"	"TRUE"	92	
"firti"	"firti"	"PROPN"	1	"upos"	"FALSE"	62	"FT"
"»wir"	"»wu"	"PRON"	1	"tokenization"	"FALSE"	42	"I"
"noahkasten"	"noahkasten"	"NOUN"	1	"features"	"FALSE"	65	"F"
"wendelrose"	"wendelrose"	"NOUN"	1	"correct"	"TRUE"	84	
"auszudrücken"	"auszudrücken"	"VERB"	1	"lemma"	"FALSE"	77	
"zigarette"	"zigarette"	"NOUN"	1	"correct"	"TRUE"	68	
"torgelow"	"torgelow"	"PROPN"	1	"correct"	"TRUE"	75	"N"
"schürze"	"schürz"	"NOUN"	1	"lemma"	"FALSE"	78	
"beinah"	"beinehen"	"VERB"	1	"lemmupos"	"FALSE"	75	"O"
"auflegten"	"auflegen"	"VERB"	1	"correct"	"TRUE"	65	
"wiederholte"	"wiederholen"	"VERB"	1	"correct"	"TRUE"	60	"A"
"letzte"	"letzn"	"ADJ"	1	"lemma"	"FALSE"	62	
"»wie"	"»wie"	"SCONJ"	1	"tokenization"	"FALSE"	45	"I"
"halten"	"halten"	"ADJ"	1	"upos"	"FALSE"	88	
"pochte"	"pochen"	"VERB"	1	"correct"	"TRUE"	80	
"anwies"	"anweisen"	"VERB"	1	"correct"	"TRUE"	94	
"lämmer"	"lämmer"	"NOUN"	1	"lemma"	"FALSE"	49	
"unzertrennlich"	"unzertrennlich"	"ADJ"	1	"correct"	"TRUE"	49	
"stött"	"stött"	"NOUN"	1	"correct"	"TRUE"	96	"F"
"gelegenheiten"	"gelegenheit"	"NOUN"	1	"features"	"FALSE"	38	
